"","target_input.X0","target_input.X1","target_input.X2","target_input.X3","target_input.X4","target_input.X5","target_input.X6","target_input.X7","target_input.X8","target_input.X9","target_input.X10","target_input.X11","target_input.X12","target_input.X13","target_input.X14","target_input.X15","target_input.X16","target_input.X17","target_input.X18","target_input.X19","target_input.X20","target_input.X21","target_input.X22","target_input.X23","target_input.X24","target_input.X25","target_input.X26","target_input.X27","target_input.X28","target_input.X29","target_input.X30","target_input.X31","target_input.X32","target_input.X33","target_input.X34","target_input.X35","target_input.X36","target_input.X37","target_input.X38","target_input.X39","target_input.X40","target_input.X41","target_input.X42","target_input.X43","target_input.X44","target_input.X45","target_input.X46","target_input.X47","target_input.X48","target_input.X49","target_input.X50","target_input.X51","target_input.X52","target_input.X53","target_input.X54","target_input.X55","target_input.X56","target_input.X57","target_input.X58","target_input.X59","target_input.X60","target_input.X61","target_input.X62","target_input.X63","target_input.X64","target_input.X65","target_input.X66","target_input.X67","target_input.X68","target_input.X69","target_input.X70","target_input.X71","target_input.X72","target_input.X73","target_input.X74","target_input.X75","target_input.X76","target_input.X77","target_input.X78","target_input.X79","target_input.X80","target_input.X81","target_input.X82","target_input.X83","target_input.X84","target_input.X85","target_input.X86","target_input.X87","target_input.X88","target_input.X89","target_input.X90","target_input.X91","target_input.X92","target_input.X93","target_input.X94","target_input.X95","target_input.X96","target_input.X97","target_input.X98","target_input.X99","Y"
"0",2.16741588152059,0.230405384882361,0.540507484249506,0.987085408698593,0.317849744360628,0.704921992665005,0.785457653795407,0.313873789593513,0.755394713750449,0.431004819447023,0.669075247533758,0.670176739684296,0.582197215667224,0.181260793048863,0.851772246029825,0.388702058474737,0.267866659360262,0.136697627399452,0.631803648869357,0.709807925657402,0.114929046035617,0.560883752468883,0.303846197678158,0.680655511368372,0.256929786104384,0.721843964291638,0.448061811670563,0.943056989862574,0.223768849731671,0.406959715945338,0.202126169116762,0.932224256449901,0.889605418042193,0.332147464943469,0.693985641430692,0.835499980180634,0.599680730439195,0.576685520520154,0.317667061810793,0.183792491025287,0.907494182157453,0.910376251446397,0.669791311545689,0.40512681194346,0.414288617151618,0.753360110983095,0.907399233956764,0.898377781838153,0.801887991271679,0.677828481538665,0.17572596849553,0.245465842685359,0.908698769673844,0.645786153693274,0.108277346455443,0.19132438857995,0.697151592197189,0.104555425461875,0.244727246275629,0.593860410430026,0.722705677923272,0.686765133551725,0.30184237851489,0.740961299212632,0.313524178747208,0.39285972834339,0.771842264605703,0.68466960914183,0.864301069444091,0.691851603070167,0.61147774300131,0.184307291045388,0.430944222753359,0.338682130913626,0.31959067904154,0.975709499276413,0.453787952199891,0.902841899658974,0.668024763397174,0.815330173186792,0.552373383794442,0.619213496163196,0.543265924436562,0.275718689018357,0.750206903734875,0.352695126197094,0.121884369788504,0.680925066316164,0.259399611466574,0.946412725916632,0.958535719301784,0.923377951197556,0.433142830230165,0.113910954876035,0.935486706328259,0.485365733485169,0.969989337138981,0.967257979379659,0.867708509920135,0.365004002862337,0.459231170974299
"1",0.195193490288322,0.866023004365007,0.385229804640577,0.252543472017435,0.601121136212401,0.942539296744524,0.726426817007338,0.613055053080312,0.187458844393656,0.653506504029129,0.991048465093649,0.226075613712829,0.566496687127256,0.889635764734991,0.766691755978639,0.727314166895603,0.732235675588259,0.423542036097699,0.364232659837975,0.828425039930505,0.829102055211105,0.880365086721926,0.921916497300649,0.560208158974738,0.551364665218375,0.818465661069942,0.684967537699859,0.731770189531794,0.816213402492336,0.901004807635639,0.404195641166306,0.438024657375867,0.184583745856747,0.620452126896439,0.132348046417043,0.519038216319116,0.588380171236707,0.357887126915388,0.63174993451199,0.12745022494512,0.133613369874268,0.840340504593533,0.424171577270056,0.214354461386656,0.570018934049216,0.7929941977886,0.294238924747103,0.660601428236975,0.176812718494358,0.146513549051719,0.578219168411224,0.586571609448985,0.673686911348258,0.753482200350252,0.978266871516096,0.564670313470969,0.390660825647047,0.815667575291679,0.343749026135802,0.495074278634979,0.170610743208007,0.122815669073888,0.966383573209949,0.852382108460824,0.72637678548419,0.468057649972754,0.255964888063713,0.240793338403932,0.325218608348074,0.594303998235396,0.743136330429915,0.694177639045826,0.351940507251282,0.959378752596693,0.764107225026047,0.598918647260147,0.650548671610794,0.47764005618492,0.32295789055098,0.420375410786056,0.782061499417784,0.112954139766759,0.204465376456186,0.141402377819551,0.136655922087047,0.869914525609741,0.733292073441882,0.526756446178493,0.188050744585866,0.542454287605046,0.526124593702409,0.255881682918965,0.490466484314083,0.458654260957549,0.654265088246871,0.671584285780752,0.140773608794813,0.437151353163741,0.663273924142687,0.552822632721974,0.217922628571404
"2",0.691063582238573,0.692824268457149,0.246640984373322,0.16351187266041,0.678177350385781,0.123860179487477,0.627198023146207,0.946207217282597,0.617926760088379,0.449352933585934,0.678959396598215,0.512427601442438,0.591055110384426,0.947318327899008,0.447492374020761,0.965071507441661,0.914815577760588,0.276212021310406,0.162425170787672,0.190700201239711,0.116399643086411,0.184998664680362,0.714706096074823,0.16406978361423,0.38707806726444,0.860387779872632,0.120944742162261,0.833021634330161,0.35366929729611,0.20634834485952,0.727063448827839,0.666048562101991,0.889724812174475,0.761563939423606,0.823132837346481,0.353831115314226,0.259695589401788,0.775553276476883,0.826151265340656,0.991454627800748,0.471355909220351,0.434816277213567,0.798771664667911,0.406723186227774,0.937681593043342,0.872571476658835,0.486094624637586,0.775783961012458,0.779088586676325,0.192811481952367,0.91229761601174,0.554727135203151,0.843811719497088,0.388044640927606,0.90597090564671,0.450281510860811,0.109753886332284,0.914843778777468,0.182158009107546,0.387382273831429,0.955055770345861,0.955546432243937,0.616094099311045,0.668653490952915,0.50360096978056,0.36388969452831,0.395798090832981,0.705266610469435,0.777137076494023,0.81242113935338,0.810656328515214,0.182085492743847,0.544978274232401,0.151802884015002,0.594575994091447,0.49737745123611,0.898933764482598,0.41582351129693,0.205360314784875,0.228692513847585,0.785359568545837,0.656396256984729,0.191010408510538,0.175696125503523,0.730872218313312,0.165486705727798,0.83967405336144,0.735618004440952,0.173213902577735,0.176353942676698,0.987975620651199,0.436843716180571,0.433577932360264,0.831519610531871,0.952523719645609,0.987400957440725,0.778040366733159,0.438633626977887,0.175150645028827,0.799432224334807,0.35308363425411
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.156060417202236,0.596716154896902,0.604844174381711,0.88898824239231,0.463134579591053,0.220613705605527,0.125904408681977,0.779623530106081,0.658278596217969,0.733671791289135,0.291667745357954,0.222734328028042,0.113090199101068,0.415528802925843,0.630925918169027,0.453019640589657,0.493727429821245,0.913742825044167,0.413429920320877,0.562590540243702,0.805287711466847,0.45688850408904,0.659878030204937,0.876127337871872,0.954568561291662,0.232366132836082,0.933928862645134,0.542904663771462,0.332419949468987,0.513222180614319,0.982029317756707,0.54335628459346,0.395876449258668,0.670060768884902,0.316131056900302,0.16827699529776,0.215991749719535,0.215241255061947,0.236712424161011,0.224944455384418,0.67678727032274,0.263692075959171,0.411100554991384,0.907109568915205,0.526565476236466,0.700801964668766,0.255087884081409,0.273060116927742,0.1367817546398,0.252041556764891,0.350731305128684,0.259309435849014,0.179832280381309,0.208572283990494,0.514700891229337,0.285700346565149,0.427842874943171,0.553075543769246,0.721355345766266,0.135380925856958,0.819469359017953,0.665110350541667,0.173583128753945,0.886220761695899,0.928785160478422,0.154970163869342,0.349189883332404,0.825581151813569,0.773433721345118,0.266068917420679,0.288414391002974,0.433424892512146,0.536070686671798,0.656429294377118,0.432022275612698,0.516281244519716,0.772723844320206,0.133014882601508,0.327193249909545,0.74201462729593,0.905686153918275,0.560509697903973,0.578902136738653,0.196454810205754,0.502671130140996,0.57935553980939,0.318223453271185,0.342318907854365,0.439555746794061,0.118064077999927,0.389871249024772,0.290303206296825,0.394747616960034,0.207785918637279,0.901474552665702,0.6342332081985,0.71119208722988,0.810254114746421,0.548597979036028,0.178228259278641,0.298942146325763
"5",0.463740449818101,0.628157006218197,0.770895526765167,0.488493591606249,0.214822272515804,0.355398315218516,0.426774066758368,0.681325517197796,0.61370047420144,0.420487053307664,0.987863723912746,0.645197337420588,0.313504112562098,0.191604225358182,0.237573225265674,0.321361955545753,0.244613235933369,0.267910321645922,0.356585651824125,0.256036235765037,0.907088882162924,0.172210371095315,0.572060250612688,0.469357144290251,0.984140755216814,0.200835011951057,0.458070039140734,0.972523389946911,0.87895641330375,0.835364863853561,0.332112544340131,0.253798828650819,0.701778897931324,0.936438390213941,0.601086603711968,0.614451420522328,0.351981184293923,0.792543639871993,0.268339373701517,0.391311312763449,0.482892794754318,0.556849340815482,0.318168759173271,0.203353142265091,0.649558038196855,0.35976749791589,0.623114399279761,0.238926443746556,0.533026091668831,0.579330489295879,0.146641183140045,0.402943850374147,0.220973209244868,0.157037473425342,0.990964209150013,0.390118460476881,0.828887001268387,0.329176589287076,0.713352450000861,0.784205073899976,0.636074866546458,0.524418569694646,0.470656822732096,0.413981439888304,0.936576229822157,0.847557467008154,0.968524219598944,0.21186750113679,0.757780727682563,0.94450641113804,0.263109759548845,0.159846640629948,0.767008584360327,0.617025801861337,0.857645899081633,0.225795138963447,0.815740580673129,0.281464588042704,0.2472903485789,0.247839218137659,0.833117248207455,0.698677498625919,0.570758882291667,0.422947435710752,0.889480486730955,0.453200596679943,0.834939495523629,0.495221417712728,0.439249986482001,0.516411807102157,0.371240086747377,0.772848442157894,0.552448351082708,0.308991425631843,0.909617115946251,0.445502099235469,0.589197575002032,0.915824899867225,0.661814196321966,0.205208236637333,0.20881005613816
"6",3.21553121312863,0.664937247763803,0.401415053191092,0.225344865396888,0.814622670342687,0.658065480335194,0.580114982778276,0.904503324745218,0.809737490101501,0.236507391759308,0.380549861015723,0.323640225832789,0.769551663314862,0.130179191262109,0.612900716383749,0.786212817166062,0.889089073084942,0.407873573844027,0.839131574204214,0.199568563259545,0.861807062560453,0.214739796098631,0.457558561504005,0.817565829201016,0.234925684613729,0.306326255709159,0.750027311553226,0.748032882890935,0.677032869596286,0.724553600019874,0.588451999012418,0.326619153016025,0.411126394153235,0.263437945121096,0.917605505199613,0.625052615289064,0.460766275086948,0.515805223279352,0.952555005649956,0.238016262804303,0.627606848814671,0.555299810995624,0.65030881189072,0.116299165438674,0.884911518049107,0.938906454234583,0.608619865229855,0.726985741488686,0.930249443058904,0.736514770881535,0.237285138622666,0.618659524149691,0.646043541744111,0.481717604171805,0.762799812061708,0.940930313291444,0.933011661615435,0.505755434263359,0.201914241256536,0.986357079065399,0.855008277800732,0.212196413082789,0.928757694354974,0.882906725855287,0.566954251413061,0.632147892169986,0.459102433482791,0.149285474939722,0.401677517481025,0.822568103737625,0.104168820704068,0.400149254521745,0.458351824231523,0.583656042643715,0.927870054770824,0.411711394929072,0.412257881706312,0.76375112329823,0.506996146800466,0.302144340645769,0.507195564519063,0.226771318341659,0.258748287855417,0.548530995465141,0.477032904553754,0.923361310960633,0.426154509204667,0.622529515249796,0.669037859127101,0.111785010929421,0.697183634814543,0.260232370182591,0.964963285721823,0.233796454977635,0.473161711353985,0.176814701270654,0.997186826660643,0.551975509297726,0.635846515587587,0.160368829649471,0.588584849474154
"7",0.09962635749553,0.288915033786087,0.908248860496831,0.284625676433865,0.271618948597356,0.132894701063313,0.524860250599108,0.608357019936481,0.15913777548555,0.797974855025675,0.50795995127333,0.571951242394941,0.496686472244508,0.460686754787889,0.603676298177521,0.239716221337691,0.263735317445799,0.875607058912347,0.951503915920467,0.435978384651868,0.34367020582927,0.679599588915255,0.467860753988384,0.122847720094336,0.240537337629621,0.744375005962812,0.69303154771928,0.124386393253161,0.299774945739717,0.307967316929328,0.704703469239002,0.117739483978952,0.193697723786157,0.81992447683604,0.260690195848954,0.68747149706683,0.314364502942119,0.18949725348345,0.318854971899575,0.750040238670249,0.870126821295838,0.847197878110468,0.457465176656704,0.701276622913727,0.284485865874298,0.363832957234987,0.906702236669196,0.111701731159686,0.176957677769058,0.287097629631484,0.123878983486463,0.263291891580872,0.624737404872853,0.479282095533348,0.903404539969465,0.83569920556477,0.407635616528173,0.333481090088232,0.441723167350632,0.631265448263458,0.341257276740659,0.661734017064358,0.468470486972214,0.596842462766906,0.492513876221887,0.365019183587802,0.953607976266139,0.787245214743948,0.226101858189854,0.881621178308304,0.538688078424674,0.90509700420487,0.819869730352754,0.48269215402241,0.120222377488131,0.341809623446522,0.587470793194902,0.670130397843672,0.332098916889951,0.225420466665588,0.851437213119546,0.985961962633401,0.573121164072536,0.254511357263526,0.345076593867504,0.116551608892744,0.922868925904641,0.20597597460117,0.618864827962956,0.346649698618557,0.598760202264338,0.68627834951682,0.846767623336657,0.285779144584602,0.109896245792655,0.223197067061973,0.910016777663483,0.886501069806448,0.63767179195341,0.640465174390421,0.157791543642552
"8",0.00606777930240657,0.257834150761203,0.922970751332814,0.476893472403047,0.444824675424717,0.567025934754769,0.142269370097604,0.249655031880566,0.764230254784024,0.17451880113268,0.642836898519993,0.320814198713311,0.45036605263795,0.359824363093766,0.420105444818614,0.747141314666105,0.367409544060997,0.609764176267439,0.52844536197939,0.697304048826648,0.94314676539264,0.759314887489514,0.293446340731792,0.128064821555205,0.33603763986997,0.635570137630471,0.146283232135881,0.54672962248132,0.637158564025442,0.400819501735417,0.793820983371541,0.195938427820469,0.167624003562292,0.75536988058353,0.545942184585786,0.719562156785236,0.491344604743558,0.321761829915318,0.837192085907098,0.819474291072393,0.725226823769259,0.344930623507097,0.631207600182418,0.424876507246185,0.18242386599404,0.92558221791637,0.22313676782715,0.955213618439085,0.501405195662351,0.266619635954859,0.587710852640746,0.885651252289104,0.759002397768893,0.825905033075618,0.692905030039909,0.723048908066342,0.864276086409116,0.324701207973391,0.540482467279032,0.299088497637756,0.988901207197358,0.949653405718313,0.135484130231707,0.735017655264399,0.932723485674453,0.2625178106147,0.611150707497599,0.923939467829588,0.130551380727269,0.727678240522432,0.367614106635435,0.931956575839231,0.973952420649201,0.949839840202451,0.526792794991917,0.875838385890715,0.86009445868189,0.387190425919077,0.846023926735931,0.133306871243994,0.636642890634089,0.307007953559049,0.20851019719963,0.169257881466352,0.726659898290602,0.405887467391414,0.752290094376171,0.158820706719108,0.383761304047695,0.585542163138026,0.811650848355375,0.38687725263901,0.66330223879356,0.897379973412909,0.654276869364323,0.309663527278388,0.121960703400931,0.883088986511172,0.119142469765394,0.887231505416116,0.161591910839638
"9",0.110756504227276,0.94516092866137,0.818904912196094,0.998140699479754,0.415640633906435,0.790469460037816,0.461737822248202,0.531888058273385,0.664754916896367,0.886309402767483,0.985675122279119,0.791446072477868,0.475990103950481,0.479221302049243,0.763824071429811,0.314899431191393,0.199426701818205,0.419159941876594,0.358515092488584,0.3666773084103,0.310246975944841,0.137883870672691,0.116086541260043,0.988950150762181,0.484995820362155,0.445893982443602,0.711682554423585,0.296428499078484,0.954965065554964,0.807710512973795,0.180469902080988,0.475822698206317,0.891206476805725,0.950258820062032,0.520661360124753,0.652070250289474,0.250330551482805,0.992051763523031,0.308504531245022,0.948458596721376,0.68468198409296,0.646963115390811,0.561419659914717,0.307602830545906,0.258875228804893,0.298437588163083,0.267794435929762,0.801626026209877,0.415112733249953,0.152058408907019,0.972192367126487,0.895407296466859,0.934977054875458,0.995417040381543,0.256505724297474,0.456617817012279,0.782414628133486,0.726418556248231,0.23850631570581,0.834249812491347,0.301996514652919,0.301435853340285,0.583276980603926,0.633645941357374,0.622077587053874,0.182338153657934,0.88971477636712,0.339040038329751,0.21656342915447,0.899873271881854,0.960086348406538,0.875914855538687,0.828564467252183,0.689717782574947,0.595771633548076,0.178288083920225,0.467607891763512,0.435419665310974,0.33377840538421,0.751078102319539,0.546288161570757,0.17294159431684,0.298164881754756,0.714932887293457,0.168517773541228,0.866086222643675,0.54563187431244,0.53252791959385,0.633167006193407,0.842212869332424,0.41302828711187,0.71021453730298,0.60915876759606,0.340325443152394,0.890766987719419,0.817683419446031,0.69260665119241,0.865523556184601,0.880564780863602,0.737526679043347,0.31904071948334
